ID;N_VICTIMAS;FECHA;AAAA;MES;DIA;HORA;LUGAR_DEL_HECHO;TIPO_DE_CALLE;Calle;pos x;pos y;Rango Horario;Tipo de Incidente;PARTICIPANTES;VICTIMA;ACUSADO;ROL_VICTIMA;SEXO_VICTIMA;EDAD_VICTIMA;FECHA_FALLECIMIENTO;Semestre;DiaDeLaSemana;COMUNA;Rango Horario Asignado
"2016-0131";1;2016-10-09 00:00:00,000;2016;"10";9;1899-12-30 19:13:00,000;"MIRAVE 3500";"CALLE";"MIRAVE";"-58.39871183";"-34.64539318";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"35";"SD";"Segundo Semestre";"domingo";4;"18:00 - 20:00"
"2016-0155";1;2016-11-26 00:00:00,000;2016;"11";26;1899-12-30 16:50:00,000;"MADERO 900";"CALLE";"MADERO";"-58.52756365";"-34.62772274";"Tarde";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"29";"SD";"Segundo Semestre";"sábado";10;"16:00 - 18:00"
"2016-0162";1;2016-12-07 00:00:00,000;2016;"12";7;1899-12-30 05:00:00,000;"AV FEDERICO LACROZE Y AV FOREST";"AVENIDA";"LACROZE, FEDERICO AV.";"-58.45396573";"-34.58518167";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"38";"2017-01-01 00:00:00";"Segundo Semestre";"miércoles";15;"4:00 - 6:00"
"2016-0177";1;2016-12-29 00:00:00,000;2016;"12";29;1899-12-30 04:00:00,000;"ARENALES 3319";"CALLE";"ARENALES";"-58.40966671";"-34.58788235";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"27";"SD";"Segundo Semestre";"jueves";14;"4:00 - 6:00"
"2017-0015";1;2017-02-02 00:00:00,000;2017;"2";2;1899-12-30 15:18:03,000;"CORDOBA AV. Y CALLAO";"AVENIDA";"CORDOBA AV.";"-58.39293417";"-34.59963642";"Tarde";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"82";"2017-02-21 00:00:00";"Primer Semestre";"jueves";2;"14:00 - 16:00"
"2017-0027";1;2017-02-26 00:00:00,000;2017;"2";26;1899-12-30 21:57:00,000;"AV. CASEROS 1429";"AVENIDA";"CASEROS AV.";"-58.38332245";"-34.63193250";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"SD";"2017-02-26 00:00:00";"Primer Semestre";"domingo";1;"20:00 - 22:00"
"2017-0028";1;2017-02-28 00:00:00,000;2017;"2";28;1899-12-30 09:20:00,000;"AV. GAONA Y FRAGATA SARMIENTO";"AVENIDA";"GAONA AV.";"-58.45475488";"-34.61196327";"Mañana";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"87";"2017-02-28 00:00:00";"Primer Semestre";"martes";6;"8:00 - 10:00"
"2017-0034";1;2017-03-13 00:00:00,000;2017;"3";13;1899-12-30 07:50:00,000;"GODOY CRUZ 2651";"CALLE";"GODOY CRUZ";"-58.42554218";"-34.57929036";"Mañana";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"43";"2017-03-13 00:00:00";"Primer Semestre";"lunes";14;"6:00 - 8:00"
"2017-0070";1;2017-05-30 00:00:00,000;2017;"5";30;1899-12-30 13:20:00,000;"NUEVA YORK  3696";"CALLE";"NUEVA YORK";"-58.50791763";"-34.59804273";"Tarde";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"80";"2017-05-31 00:00:00";"Primer Semestre";"martes";11;"12:00 - 14:00"
"2017-0082";1;2017-06-25 00:00:00,000;2017;"6";25;1899-12-30 22:40:00,000;"AV. ENTRE RIOS Y AV. BRASIL";"AVENIDA";"ENTRE RIOS AV.";"-58.39092851";"-34.62932696";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"36";"2017-06-25 00:00:00";"Primer Semestre";"domingo";4;"22:00 - 0:00"
"2017-0087";1;2017-07-10 00:00:00,000;2017;"7";10;1899-12-30 10:45:00,000;"24 DE NOVIEMBRE 390";"CALLE";"24 DE NOVIEMBRE";"-58.41095567";"-34.61516101";"Mañana";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"73";"2017-07-10 00:00:00";"Segundo Semestre";"lunes";3;"10:00 - 12:00"
"2017-0090";1;2017-07-15 00:00:00,000;2017;"7";15;1899-12-30 05:15:00,000;"AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ";"GRAL PAZ";"CHIVILCOY AV.";"-58.51925642";"-34.59171721";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"22";"2017-07-15 00:00:00";"Segundo Semestre";"sábado";11;"4:00 - 6:00"
"2017-0092";1;2017-07-24 00:00:00,000;2017;"7";24;1899-12-30 22:16:01,000;"AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR)";"AUTOPISTA";"AUTOPISTA 25 DE MAYO";"-58.38268809";"-34.62282019";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"66";"2017-07-24 00:00:00";"Segundo Semestre";"lunes";1;"22:00 - 0:00"
"2017-0093";1;2017-07-25 00:00:00,000;2017;"7";25;1899-12-30 16:48:40,000;"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO";"AUTOPISTA";"LUGONES, LEOPOLDO AV.";"-58.43633522";"-34.54966288";"Tarde";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"SD";"2017-07-25 00:00:00";"Segundo Semestre";"martes";13;"16:00 - 18:00"
"2017-0098";1;2017-08-08 00:00:00,000;2017;"8";8;1899-12-30 12:10:00,000;"JOSE BONIFACIO 2114";"CALLE";"BONIFACIO, JOSE";"-58.45715752";"-34.63132912";"Tarde";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"61";"2017-08-08 00:00:00";"Segundo Semestre";"martes";7;"12:00 - 14:00"
"2017-0123";1;2017-10-10 00:00:00,000;2017;"10";10;1899-12-30 01:05:38,000;"ALBARIÑO Y AV. ARGENTINA";"AVENIDA";"ALBARI?O";"-58.46855503";"-34.67216349";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"36";"2017-10-10 00:00:00";"Segundo Semestre";"martes";8;"0:00 - 2:00"
"2017-0150";1;2017-12-04 00:00:00,000;2017;"12";4;1899-12-30 01:15:00,000;"AV. RIVADAVIA Y MIRALLA";"AVENIDA";"RIVADAVIA AV.";"-58.51140889";"-34.63934531";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"56";"2017-12-04 00:00:00";"Segundo Semestre";"lunes";9;"0:00 - 2:00"
"2017-0161";1;2017-12-26 00:00:00,000;2017;"12";26;1899-12-30 15:30:00,000;"AV. EVA PERON 5249";"AVENIDA";"PERON, EVA AV.";"-58.48200819";"-34.65969965";"Tarde";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"30";"2017-12-26 00:00:00";"Segundo Semestre";"martes";9;"14:00 - 16:00"
"2018-0017";1;2018-02-17 00:00:00,000;2018;"2";17;1899-12-30 04:15:00,000;"San Pedrito Av. y Rivadavia Av.";"AVENIDA";"SAN PEDRITO AV.";"-58.46963952";"-34.63070603";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"35";"2018-02-20 00:00:00";"Primer Semestre";"sábado";7;"4:00 - 6:00"
"2018-0025";1;2018-03-04 00:00:00,000;2018;"3";4;1899-12-30 22:30:00,000;"Av. Avellaneda y Av. Boyacá";"AVENIDA";"AVELLANEDA AV.";"-58.45962210";"-34.62245140";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"70";"2018-03-05 00:00:00";"Primer Semestre";"domingo";7;"22:00 - 0:00"
"2018-0044";1;2018-04-28 00:00:00,000;2018;"4";28;1899-12-30 09:00:00,000;"Alberti e Independencia Av.";"AVENIDA";"ALBERTI";"-58.40098306";"-34.61866627";"Mañana";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"50";"2018-04-28 00:00:00";"Primer Semestre";"sábado";3;"8:00 - 10:00"
"2018-0046";1;2018-05-02 00:00:00,000;2018;"5";2;1899-12-30 03:15:00,000;"Av. Gral. Paz y Av. Rivadavia";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.52927982";"-34.63931752";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"11";"2018-05-02 00:00:00";"Primer Semestre";"miércoles";9;"2:00 - 4:00"
"2018-0049";1;2018-05-11 00:00:00,000;2018;"5";11;1899-12-30 19:15:00,000;"Quesada 2300";"CALLE";"QUESADA";"-58.46213220";"-34.55395823";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"40";"2018-05-13 00:00:00";"Primer Semestre";"viernes";13;"18:00 - 20:00"
"2018-0051";1;2018-05-15 00:00:00,000;2018;"5";15;1899-12-30 21:15:00,000;"California y Carbonari, Francisco, Cmte.";"CALLE";"CALIFORNIA";"-58.35977160";"-34.64341878";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"57";"2018-05-15 00:00:00";"Primer Semestre";"martes";4;"20:00 - 22:00"
"2018-0075";1;2018-07-15 00:00:00,000;2018;"7";15;1899-12-30 07:30:00,000;"Del Libertador Av. y Ortiz De Ocampo";"AVENIDA";"DEL LIBERTADOR AV.";"-58.40367321";"-34.58129246";"Mañana";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"23";"2018-07-15 00:00:00";"Segundo Semestre";"domingo";14;"6:00 - 8:00"
"2018-0078";1;2018-07-21 00:00:00,000;2018;"7";21;1899-12-30 06:15:00,000;"Paraguay y Sánchez De Bustamante";"CALLE";"PARAGUAY";"-58.41264127";"-34.59473294";"Mañana";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"27";"2018-07-21 00:00:00";"Segundo Semestre";"sábado";2;"6:00 - 8:00"
"2018-0080";1;2018-07-25 00:00:00,000;2018;"7";25;1899-12-30 22:22:00,000;"Alberdi, Juan Bautista Av. y Carhue";"AVENIDA";"ALBERDI, JUAN BAUTISTA AV.";"-58.51232237";"-34.65903530";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"26";"2018-07-25 00:00:00";"Segundo Semestre";"miércoles";9;"22:00 - 0:00"
"2018-0096";1;2018-08-31 00:00:00,000;2018;"8";31;1899-12-30 22:20:00,000;"AU Héctor J. Cámpora y Roca, Cnel. Av.";"AUTOPISTA";"AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA";"-58.44483258";"-34.67152226";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"39";"2018-08-31 00:00:00";"Segundo Semestre";"viernes";8;"22:00 - 0:00"
"2018-0120";1;2018-11-09 00:00:00,000;2018;"11";9;1899-12-30 13:34:00,000;"Monroe y Alvarez Thomas Av.";"AVENIDA";"MONROE";"-58.48250732";"-34.57208238";"Tarde";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"51";"2018-11-20 00:00:00";"Segundo Semestre";"viernes";12;"12:00 - 14:00"
"2019-0006";1;2019-01-23 00:00:00,000;2019;"1";23;1899-12-30 05:45:00,000;"OBLIGADO RAFAEL, AV. COSTANERA 4650";"AVENIDA";"OBLIGADO RAFAEL, AV.COSTANERA";"-58.41652702";"-34.55509606";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"12";"2019-01-23 00:00:00";"Primer Semestre";"miércoles";14;"4:00 - 6:00"
"2019-0011";1;2019-02-10 00:00:00,000;2019;"2";10;1899-12-30 01:00:00,000;"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.51839930";"-34.66252488";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"SD";"2019-02-10 00:00:00";"Primer Semestre";"domingo";9;"0:00 - 2:00"
"2019-0013";1;2019-02-20 00:00:00,000;2019;"2";20;1899-12-30 07:30:00,000;"SALVIGNY Y MOM";"CALLE";"SALVIGNY";"-58.43383830";"-34.64457699";"Mañana";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"39";"2019-03-02 00:00:00";"Primer Semestre";"miércoles";7;"6:00 - 8:00"
"2019-0018";1;2019-03-03 00:00:00,000;2019;"3";3;1899-12-30 23:30:00,000;"CANTILO, INT. Y UDAONDO, GUILLERMO AV.";"AUTOPISTA";"CANTILO, INT.";"-58.44927253";"-34.54048625";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"29";"2019-03-03 00:00:00";"Primer Semestre";"domingo";13;"22:00 - 0:00"
"2019-0025";1;2019-03-22 00:00:00,000;2019;"3";22;1899-12-30 13:10:00,000;"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE";"CALLE";"MITRE, BARTOLOME";"-58.41458534";"-34.60937557";"Tarde";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"27";"2019-04-04 00:00:00";"Primer Semestre";"viernes";5;"12:00 - 14:00"
"2019-0032";1;2019-04-16 00:00:00,000;2019;"4";16;1899-12-30 11:00:00,000;"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.";"AVENIDA";"CAMARONES";"-58.46415322";"-34.60443790";"Mañana";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"83";"2019-04-18 00:00:00";"Primer Semestre";"martes";11;"10:00 - 12:00"
"2019-0056";1;2019-06-29 00:00:00,000;2019;"6";29;1899-12-30 17:16:00,000;"BOYACA AV. 305";"AVENIDA";"BOYACA AV.";"-58.45877601";"-34.62330939";"Tarde";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"75";"2019-06-29 00:00:00";"Primer Semestre";"sábado";7;"16:00 - 18:00"
"2019-0057";1;2019-07-05 00:00:00,000;2019;"7";5;1899-12-30 19:00:00,000;"ARTILLEROS Y LA PAMPA";"CALLE";"ARTILLEROS";"-58.44196498";"-34.55760517";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"63";"2019-07-08 00:00:00";"Segundo Semestre";"viernes";13;"18:00 - 20:00"
"2019-0060";1;2019-07-17 00:00:00,000;2019;"7";17;1899-12-30 11:20:00,000;"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.";"AVENIDA";"ACOSTA, MARIANO AV.";"-58.48100602";"-34.63504312";"Mañana";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"78";"2019-07-17 00:00:00";"Segundo Semestre";"miércoles";10;"10:00 - 12:00"
"2019-0066";1;2019-08-11 00:00:00,000;2019;"8";11;1899-12-30 21:15:00,000;"RIESTRA AV. Y BOLIVAR";"AVENIDA";"RIESTRA AV.";"-58.44187596";"-34.64938031";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"40";"2019-08-11 00:00:00";"Segundo Semestre";"domingo";7;"20:00 - 22:00"
"2019-0077";1;2019-09-08 00:00:00,000;2019;"9";8;1899-12-30 03:40:00,000;"FIGUEROA ALCORTA, PRES. AV. Y TAGLE";"AVENIDA";"FIGUEROA ALCORTA, PRES. AV.";"-58.39811256";"-34.58070186";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"28";"2019-09-08 00:00:00";"Segundo Semestre";"domingo";14;"2:00 - 4:00"
"2019-0105";1;2019-05-05 00:00:00,000;2019;"5";5;1899-12-30 11:00:00,000;"SANTO TOME Y SEGUROLA AV.";"AVENIDA";"SANTO TOME";"-58.50512382";"-34.61520391";"Mañana";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"82";"2019-05-08 00:00:00";"Primer Semestre";"domingo";10;"10:00 - 12:00"
"2020-0001";1;2020-01-04 00:00:00,000;2020;"1";4;1899-12-30 10:40:00,000;"URIARTE Y LOYOLA";"CALLE";"URIARTE";"-58.43910409";"-34.59213355";"Mañana";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"87";"2020-01-04 00:00:00";"Primer Semestre";"sábado";15;"10:00 - 12:00"
"2020-0003";1;2020-01-11 00:00:00,000;2020;"1";11;1899-12-30 06:00:00,000;"RIVADAVIA AV. Y COMBATE DE LOS POZOS";"AVENIDA";"RIVADAVIA AV.";"-58.39337644";"-34.60927582";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"44";"2020-01-11 00:00:00";"Primer Semestre";"sábado";3;"6:00 - 8:00"
"2020-0009";1;2020-02-04 00:00:00,000;2020;"2";4;1899-12-30 14:50:00,000;"PERON, JUAN DOMINGO, TTE. GENERAL Y SALGUERO, JERONIMO";"CALLE";"PERON, JUAN DOMINGO, TTE. GENERAL";"-58.41985649";"-34.60600850";"Tarde";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"48";"2020-02-05 00:00:00";"Primer Semestre";"martes";5;"14:00 - 16:00"
"2020-0017";1;2020-03-05 00:00:00,000;2020;"3";5;1899-12-30 23:00:00,000;"BELGRANO AV. Y RINCON";"AVENIDA";"BELGRANO AV.";"-58.39613805";"-34.61413568";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"SD";"2020-03-05 00:00:00";"Primer Semestre";"jueves";3;"22:00 - 0:00"
"2020-0019";1;2020-03-10 00:00:00,000;2020;"3";10;1899-12-30 21:00:00,000;"CONSTITUCION Y CASTRO";"CALLE";"CONSTITUCION";"-58.41972364";"-34.62846670";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"80";"2020-03-10 00:00:00";"Primer Semestre";"martes";5;"20:00 - 22:00"
"2020-0021";1;2020-03-14 00:00:00,000;2020;"3";14;1899-12-30 16:50:00,000;"BRAVO, MARIO 1279";"CALLE";"BRAVO, MARIO";"-58.41451590";"-34.59488319";"Tarde";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"87";"2020-03-14 00:00:00";"Primer Semestre";"sábado";2;"16:00 - 18:00"
"2020-0025";1;2020-05-12 00:00:00,000;2020;"5";12;1899-12-30 05:35:00,000;"RIVADAVIA AV. 2551";"AVENIDA";"RIVADAVIA AV.";"-58.40258477";"-34.60975108";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"SD";"2020-05-12 00:00:00";"Primer Semestre";"martes";3;"4:00 - 6:00"
"2020-0034";1;2020-08-02 00:00:00,000;2020;"8";2;1899-12-30 03:20:00,000;"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.";"CALLE";"MITRE, BARTOLOME";"-58.41178158";"-34.60922259";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"SD";"2020-08-02 00:00:00";"Segundo Semestre";"domingo";3;"2:00 - 4:00"
"2020-0037";1;2020-08-29 00:00:00,000;2020;"8";29;1899-12-30 04:30:00,000;"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.";"AVENIDA";"FERNANDEZ DE LA CRUZ, F., GRAL. AV.";"-58.43850413";"-34.65554754";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"38";"2020-08-29 00:00:00";"Segundo Semestre";"sábado";8;"4:00 - 6:00"
"2020-0049";1;2020-10-30 00:00:00,000;2020;"10";30;1899-12-30 20:00:00,000;"Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.";"AVENIDA";"DEL LIBERTADOR AV.";"-58.37533517";"-34.59276462";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"36";"2020-10-30 00:00:00";"Segundo Semestre";"viernes";1;"20:00 - 22:00"
"2020-0057";1;2020-11-23 00:00:00,000;2020;"11";23;1899-12-30 07:45:00,000;"NAZCA AV. Y VIALE, LUIS";"AVENIDA";"NAZCA AV.";"-58.47501560";"-34.61945902";"Mañana";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"84";"2020-11-23 00:00:00";"Segundo Semestre";"lunes";11;"6:00 - 8:00"
"2020-0058";1;2020-11-24 00:00:00,000;2020;"11";24;1899-12-30 16:00:00,000;"OLIVERA AV. Y FALCON, RAMON L., CNEL.";"AVENIDA";"OLIVERA AV.";"-58.48727942";"-34.63652467";"Tarde";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"57";"2020-11-25 00:00:00";"Segundo Semestre";"martes";10;"16:00 - 18:00"
"2020-0071";1;2020-12-17 00:00:00,000;2020;"12";17;1899-12-30 23:00:00,000;"SAN PEDRITO AV. Y DIRECTORIO AV.";"AVENIDA";"SAN PEDRITO AV.";"-58.46749188";"-34.63551751";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"4";"2020-12-17 00:00:00";"Segundo Semestre";"jueves";7;"22:00 - 0:00"
"2021-0005";1;2021-01-11 00:00:00,000;2021;"1";11;1899-12-30 21:30:00,000;"PERON, EVA AV. 3800";"AVENIDA";"PERON, EVA AV.";"-58.46774439";"-34.64730145";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"73";"2021-01-14 00:00:00";"Primer Semestre";"lunes";9;"20:00 - 22:00"
"2021-0011";1;2021-01-27 00:00:00,000;2021;"1";27;1899-12-30 01:04:26,000;"SANTA FE AV. 1675";"AVENIDA";"SANTA FE AV.";"-58.39144148";"-34.59564871";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"21";"2021-01-27 00:00:00";"Primer Semestre";"miércoles";2;"0:00 - 2:00"
"2021-0012";1;2021-01-29 00:00:00,000;2021;"1";29;1899-12-30 20:07:22,000;"AU DELLEPIANE Y GUAMINI";"AUTOPISTA";"DELLEPIANE, LUIS, TTE. GRAL.";"-58.48191128";"-34.68385968";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"SD";"2021-01-29 00:00:00";"Primer Semestre";"viernes";8;"20:00 - 22:00"
"2021-0014";1;2021-02-02 00:00:00,000;2021;"2";2;1899-12-30 00:50:00,000;"SAN MARTIN AV. Y NOGOYA";"AVENIDA";"SAN MARTIN AV.";"-58.48328708";"-34.59779521";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"28";"2021-02-18 00:00:00";"Primer Semestre";"martes";15;"0:00 - 2:00"
"2021-0018";1;2021-02-20 00:00:00,000;2021;"2";20;1899-12-30 19:00:00,000;"JAURES, JEAN Y PERON, JUAN DOMINGO, TTE. GENERAL";"CALLE";"JAURES, JEAN";"-58.41047268";"-34.60793518";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"36";"2021-03-08 00:00:00";"Primer Semestre";"sábado";3;"18:00 - 20:00"
"2021-0043";1;2021-05-22 00:00:00,000;2021;"5";22;1899-12-30 18:26:00,000;"ALBERDI, JUAN BAUTISTA AV. Y PILAR";"AVENIDA";"ALBERDI, JUAN BAUTISTA AV.";"-58.50719962";"-34.65556223";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"50";"2021-05-22 00:00:00";"Primer Semestre";"sábado";9;"18:00 - 20:00"
"2021-0058";1;2021-07-21 00:00:00,000;2021;"7";21;1899-12-30 00:40:00,000;"AV. GRAL. PAZ Y VEDIA";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.48941042";"-34.54596153";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"24";"2021-07-21 00:00:00";"Segundo Semestre";"miércoles";12;"0:00 - 2:00"
"2021-0069";1;2021-08-20 00:00:00,000;2021;"8";20;1899-12-30 17:15:00,000;"AV. SANTA FE 3428";"AVENIDA";"SANTA FE AV.";"-58.41354692";"-34.58697680";"Tarde";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"17";"2021-08-21 00:00:00";"Segundo Semestre";"viernes";14;"16:00 - 18:00"
"2021-0072";1;2021-09-01 00:00:00,000;2021;"9";1;1899-12-30 19:10:00,000;"CALLAO AV. Y PARAGUAY";"AVENIDA";"CALLAO AV.";"-58.39303911";"-34.59871111";"Noche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"57";"2021-09-01 00:00:00";"Segundo Semestre";"miércoles";2;"18:00 - 20:00"
"2021-0079";1;2021-10-25 00:00:00,000;2021;"10";25;1899-12-30 03:30:00,000;"TUCUMAN 3112";"CALLE";"TUCUMAN";"-58.40944147";"-34.60097942";"Trasnoche";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"MASCULINO";"SD";"2021-10-25 00:00:00";"Segundo Semestre";"lunes";3;"2:00 - 4:00"
"2021-0092";1;2021-12-12 00:00:00,000;2021;"12";12;1899-12-30 06:20:00,000;"AV. RIVADAVIA Y AV. PUEYRREDON";"AVENIDA";"RIVADAVIA AV.";"-58.40596860";"-34.61011987";"Mañana";"Homicidio";"PEATON-AUTO";"PEATON";"AUTO";"PEATON";"FEMENINO";"50";"2021-12-12 00:00:00";"Segundo Semestre";"domingo";3;"6:00 - 8:00"
"2016-0019";1;2016-02-17 00:00:00,000;2016;"2";17;1899-12-30 09:30:00,000;"LISANDRO DE LA TORRE Y SEVERO GARCIA GRANDE DE ZEQUEIRA";"CALLE";"DE LA TORRE, LISANDRO";"-58.50990884";"-34.65468721";"Mañana";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"FEMENINO";"65";"2016-02-17 00:00:00";"Primer Semestre";"miércoles";9;"8:00 - 10:00"
"2016-0038";1;2016-03-21 00:00:00,000;2016;"3";21;1899-12-30 08:06:00,000;"AV GRAL PAZ COLECTORA Y ZUVIRIA";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.49683458";"-34.67892743";"Mañana";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"29";"2016-03-21 00:00:00";"Primer Semestre";"lunes";8;"8:00 - 10:00"
"2016-0047";1;2016-04-15 00:00:00,000;2016;"4";15;1899-12-30 05:30:00,000;"LIMA 1483";"CALLE";"LIMA";"-58.38247061";"-34.62571878";"Trasnoche";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"41";"2016-04-15 00:00:00";"Primer Semestre";"viernes";1;"4:00 - 6:00"
